Title,Image,Address,Area,_2shyij,dist_to_airpt,score,rating,add_info1,add_info2,add_info3,add_info4,Price,link,Room,Description,rev_score
Chelsea Inn,https://exp.cdn-hotels.com/hotels/2000000/1240000/1236300/1236260/8603a4ba_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2095 Lombard Street San Francisco 94123 CA,Cow Hollow,1.7 miles to city center,13 miles to San Francisco International Airport (SFO),8.6,Fabulous,Free parking,Bathtub,Internet access,,$122 ,https://www.hotels.com/ho230700/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 King Bed,Victorian hotel within easy reach of Fort Mason,
White Swan Inn,https://exp.cdn-hotels.com/hotels/1000000/30000/25100/25027/fe7122a9_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,845 Bush St San Francisco 94108 CA,Lower Nob Hill,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),9.2,Superb,Free breakfast,Internet access,,,$159 ,https://www.hotels.com/ho208040/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 1 Queen Bed Fireplace,City-center hotel within easy reach of SF Masonic Auditorium,
Embassy Suites San Francisco Airport - South San Francisco,https://exp.cdn-hotels.com/hotels/1000000/10000/3000/2981/adba33f7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,250 Gateway Blvd South San Francisco 94080 CA,The East Side,9.1 miles to city center,2.9 miles to San Francisco International Airport (SFO),,Good,Parking available,Pet-friendly,Restaurant,Bar,$204 ,https://www.hotels.com/ho125677/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 1 King Bed Non Smoking,Suburban hotel in The East Side with restaurant and bar/lounge,
Palihotel San Francisco,https://exp.cdn-hotels.com/hotels/1000000/50000/49800/49777/4f0abf1d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,417 Stockton St San Francisco 94108 CA,Union Square,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,Pet-friendly,Restaurant,Connecting rooms available,$160 ,https://www.hotels.com/ho134326/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 1 Queen Bed (The Queen),Boutique hotel with restaurant near Moscone Convention Center ,
Becks Motor Lodge,https://exp.cdn-hotels.com/hotels/3000000/2520000/2519400/2519386/b26bfee3_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2222 Market Street San Francisco 94114 CA,Duboce Triangle,2.0 miles to city center,11 miles to San Francisco International Airport (SFO),8.8,Fabulous,Free parking,,,,$219 ,https://www.hotels.com/ho293717/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Superior Room 2 Queen Beds,3-star hotel convenient to Castro Street ,
Hilton Garden Inn San Francisco Arpt North,https://exp.cdn-hotels.com/hotels/1000000/300000/296800/296720/35733ab7_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,670 Gateway Blvd South San Francisco 94080 CA,The East Side,9.0 miles to city center,2.9 miles to San Francisco International Airport (SFO),8.4,Very Good,Parking available,Pet-friendly,Gym,Bathtub,$159 ,https://www.hotels.com/ho151607/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds,3-star hotel convenient to San Francisco Baking Institute ,
Rodeway Inn & Suites San Francisco-Great Highway,https://exp.cdn-hotels.com/hotels/1000000/900000/893900/893834/4133b67c_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1234 Great Highway San Francisco 94122 CA,Outer Sunset,5.8 miles to city center,12 miles to San Francisco International Airport (SFO),,,Free parking,Bathtub,,,$105 ,https://www.hotels.com/ho485312/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds Non Smoking,Convenient to Golden Gate Park,
Comfort Inn by the Bay,https://exp.cdn-hotels.com/hotels/1000000/10000/6000/5984/45542e79_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2775 Van Ness Ave San Francisco 94109 CA,Cow Hollow,1.3 miles to city center,13 miles to San Francisco International Airport (SFO),8,Very Good,Parking available,Free breakfast,Bathtub,Internet access,$169 ,https://www.hotels.com/ho109623/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Traditional Room 2 Queen Beds Partial View,Convenient to Lombard Street,
InterContinental Mark Hopkins an IHG Hotel,https://exp.cdn-hotels.com/hotels/1000000/30000/24700/24620/caeac47f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,999 California Street San Francisco 94108 CA,Nob Hill,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Pet-friendly,Gym,Restaurant,$259 ,https://www.hotels.com/ho106236/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds,4-star hotel with restaurant near Grace Cathedral ,
Ram's Hotel,https://exp.cdn-hotels.com/hotels/13000000/12520000/12514700/12514694/09d741ff_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,80 9th St San Francisco 94103 CA,South of Market,0.8 miles to city center,11 miles to San Francisco International Airport (SFO),,Good,Free breakfast,,,,$135 ,https://www.hotels.com/ho551959/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,Walking distance from Orpheum Theater,
Super 8 by Wyndham San Francisco/Near the Marina,https://exp.cdn-hotels.com/hotels/1000000/890000/883400/883306/2a071d7c_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2440 Lombard St San Francisco 94123 CA,Marina District,2.0 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Airport transfer,Free breakfast,Bathtub,$149 ,https://www.hotels.com/ho203806/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds,Convenient to Presidio of San Francisco,
Hampton Inn & Suites San Francisco-Burlingame-Airport South,https://exp.cdn-hotels.com/hotels/1000000/900000/897400/897333/0343ba8c_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1755 Old Bayshore Hwy Burlingame 94010 CA,Burlingame,13 miles to city center,1.3 miles to San Francisco International Airport (SFO),8.6,Fabulous,Free parking,Airport transfer,Gym,Free breakfast,$156 ,https://www.hotels.com/ho213826/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,2 QUEEN BEDS NONSMOKING,3-star hotel in Burlingame,
Casa Loma Hotel,https://exp.cdn-hotels.com/hotels/7000000/6650000/6649300/6649235/d79d2171_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,610 Fillmore St San Francisco 94117 CA,Western Addition,1.5 miles to city center,11 miles to San Francisco International Airport (SFO),,Good,,,,,$98 ,https://www.hotels.com/ho441975/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,City-center hotel within walking distance of Painted Ladies,
Van Ness Inn,https://exp.cdn-hotels.com/hotels/10000000/9760000/9753300/9753258/acfc6826_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2850 Van Ness Avenue San Francisco 94109 CA,Marina District,1.4 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$106 ,https://www.hotels.com/ho487696/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds,Lakefront motel within walking distance of Fort Mason,
Rodeway Inn Civic Center,https://exp.cdn-hotels.com/hotels/1000000/50000/40600/40569/61b8fdea_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,860 Eddy St San Francisco 94109 CA,Cathedral Hill,0.8 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,Connecting rooms available,,$88 ,https://www.hotels.com/ho123242/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,Walking distance from San Francisco City Hall,
Sonder at Found Union Square,https://exp.cdn-hotels.com/hotels/71000000/70550000/70545000/70544973/344ef538_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,140 Mason Street San Francisco 94102 CA,Downtown San Francisco,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),9,Superb,Bathtub,,,,$137 ,https://www.hotels.com/ho2258439136/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,3.5-star hotel within walking distance of Warfield Theater,
Admiral Hotel,https://exp.cdn-hotels.com/hotels/13000000/12620000/12614100/12614057/56da29e6_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,608 O'Farrell Street San Francisco 94109 CA,Tenderloin,0.4 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,Airport transfer,Bathtub,,,$79 ,https://www.hotels.com/ho554876/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,City-center hotel within easy reach of SHN Curran Theatre,
InterContinental San Francisco an IHG Hotel,https://exp.cdn-hotels.com/hotels/2000000/1770000/1766700/1766605/52e90688_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,888 Howard Street San Francisco 94103 CA,South of Market,0.4 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Pool,Parking available,Pet-friendly,Gym,$269 ,https://www.hotels.com/ho264782/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Double Beds,4-star hotel with indoor pool near Moscone Convention Center ,
Marina Motel,https://exp.cdn-hotels.com/hotels/1000000/50000/41100/41063/6e87bb2f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2576 Lombard Street San Francisco 94123 CA,Marina District,2.1 miles to city center,13 miles to San Francisco International Airport (SFO),8.6,Fabulous,Free parking,Airport transfer,Connecting rooms available,,$188 ,https://www.hotels.com/ho462320/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Accessible,Convenient to Presidio of San Francisco,
Marriott Vacation Club Pulse San Francisco,https://exp.cdn-hotels.com/hotels/38000000/37390000/37382500/37382494/aa2bdb79_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2620 Jones St San Francisco 94133 CA,Fisherman's Wharf,1.3 miles to city center,13 miles to San Francisco International Airport (SFO),9.2,Superb,Parking available,Gym,Bathtub,Connecting rooms available,$199 ,https://www.hotels.com/ho1197239808/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds Non Smoking View (Urban View),3-star hotel with 24-hour fitness near Ghirardelli Square ,
San Francisco Proper Hotel,https://exp.cdn-hotels.com/hotels/19000000/18730000/18723300/18723252/41530c2f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1100 Market Street San Francisco 94102 CA,Downtown San Francisco,0.5 miles to city center,12 miles to San Francisco International Airport (SFO),8.4,Very Good,Parking available,Pet-friendly,Gym,Restaurant,$359 ,https://www.hotels.com/ho600144064/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Premier Room 2 Double Beds Non Smoking,4-star hotel with 3 restaurants near San Francisco City Hall ,
Home2 Suites by Hilton San Francisco Airport North CA,https://exp.cdn-hotels.com/hotels/32000000/31900000/31891900/31891814/2e25f797_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,550 Gateway Blvd South San Francisco 94080 CA,The East Side,9.0 miles to city center,2.9 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Pet-friendly,Gym,Free breakfast,$184 ,https://www.hotels.com/ho1021538048/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Studio Suite 1 King Bed Non Smoking,Comfortable South San Francisco guestrooms with kitchenettes,
The Westin St. Francis San Francisco on Union Square,https://exp.cdn-hotels.com/hotels/1000000/30000/26800/26760/8e214eec_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,335 Powell Street San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8.8,Fabulous,Parking available,Pet-friendly,Gym,Restaurant,$279 ,https://www.hotels.com/ho105310/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Traditional Room 2 Double Beds Non Smoking (Landmark Building),Luxury hotel with restaurant near SHN Curran Theatre ,
San Francisco Marriott Marquis,https://exp.cdn-hotels.com/hotels/1000000/10000/8800/8737/2ac8a84b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,780 Mission Street San Francisco 94103 CA,Downtown San Francisco,0.2 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Pet-friendly,Gym,Restaurant,$304 ,https://www.hotels.com/ho120243/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Non Smoking,4-star hotel with 2 restaurants near Moscone Convention Center ,
Hilton San Francisco Airport Bayfront,https://exp.cdn-hotels.com/hotels/1000000/20000/12400/12345/5cf52b38_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,600 Airport Blvd Burlingame 94010 CA,Burlingame,14 miles to city center,3.1 miles to San Francisco International Airport (SFO),8.2,Very Good,Pool,Parking available,Pet-friendly,Airport transfer,$160 ,https://www.hotels.com/ho148719/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Two Doubles Deluxe - Resort Fee Waived,Bayfront hotel with indoor pool near Poplar Creek Golf Course ,8.2
Europa Hotel,https://exp.cdn-hotels.com/hotels/9000000/8210000/8206900/8206882/8bcf35b4_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,310 Columbus Avenue San Francisco 94133 CA,Telegraph Hill,0.7 miles to city center,13 miles to San Francisco International Airport (SFO),,Good,Airport transfer,Internet access,,,$99 ,https://www.hotels.com/ho458507/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Standard Room 2 Queen Beds Non Smoking (Shared Bathroom),Walking distance from Coit Tower,
Courtyard by Marriott San Francisco Downtown/Van Ness Ave.,https://exp.cdn-hotels.com/hotels/1000000/920000/919200/919198/9129e81e_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1050 Van Ness Avenue San Francisco 94109 CA,Downtown San Francisco,0.7 miles to city center,12 miles to San Francisco International Airport (SFO),8.6,Fabulous,Parking available,Gym,Restaurant,Bathtub,$219 ,https://www.hotels.com/ho197460/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds Non Smoking,3-star hotel with restaurant near Moscone Convention Center ,
Hayes Valley Inn,https://exp.cdn-hotels.com/hotels/26000000/25060000/25059500/25059435/d61c8974_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,417 Gough Street San Francisco 94102 CA,Hayes Valley,1.1 miles to city center,11 miles to San Francisco International Airport (SFO),,Good,Bathtub,,,,$91 ,https://www.hotels.com/ho802901920/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,Double Room Shared Bathroom,3-star hotel within walking distance of San Francisco City Hall,
Americas Best Value Inn San Francisco Pacifica,https://exp.cdn-hotels.com/hotels/1000000/910000/904500/904482/b636feab_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2160 Francisco Blvd Pacifica 94044 CA,Sharp Park,12 miles to city center,5.7 miles to San Francisco International Airport (SFO),8,Very Good,Free parking,Bathtub,Internet access,,$134 ,https://www.hotels.com/ho199422/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Comfort Room 2 Queen Beds Non Smoking,Pacifica hotel by ocean,
Royal Inn,https://exp.cdn-hotels.com/hotels/14000000/13520000/13518900/13518853/02815d4a_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,120 Hickey Blvd South San Francisco 94080 CA,South San Francisco,8.7 miles to city center,5.0 miles to San Francisco International Airport (SFO),,Good,Free parking,Bathtub,,,$78 ,https://www.hotels.com/ho572904/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,No-frills motel in South San Francisco,
Aida Plaza Hotel,https://exp.cdn-hotels.com/hotels/2000000/1090000/1083200/1083193/2b00636b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,1087 Market Street San Francisco 94103 CA,Mid-Market,0.5 miles to city center,12 miles to San Francisco International Airport (SFO),,Good,,,,,$130 ,https://www.hotels.com/ho293712/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,City-center hotel within walking distance of Warfield Theater,
Hampton Inn Sfo Daly City,https://exp.cdn-hotels.com/hotels/1000000/690000/688000/687919/f543c50e_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,2700 Junipero Serra Blvd Daly City 94015 CA,St. Francis,7.5 miles to city center,6.9 miles to San Francisco International Airport (SFO),9,Superb,Free parking,Gym,Free breakfast,Internet access,$231 ,https://www.hotels.com/ho194803/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,2 QUEEN BEDS NONSMOKING,No-frills hotel in St. Francis with 24-hour fitness,
Powell Place,https://exp.cdn-hotels.com/hotels/76000000/75610000/75607200/75607175/b2a10d7d_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,730 Powell St San Francisco 94108 CA,Downtown San Francisco,0.3 miles to city center,12 miles to San Francisco International Airport (SFO),,,Parking available,,,,$194 ,https://www.hotels.com/ho2420429600/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,City-center hotel within easy reach of SF Masonic Auditorium,
Hilton San Francisco Union Square,https://exp.cdn-hotels.com/hotels/1000000/30000/25700/25622/a3bb8cd5_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,333 O'Farrell St. San Francisco 94102 CA,Union Square,0.1 miles to city center,12 miles to San Francisco International Airport (SFO),8,Very Good,Pool,Parking available,Pet-friendly,Gym,$312 ,https://www.hotels.com/ho112932/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Double Beds,4-star hotel with 2 restaurants near Westfield San Francisco Centre ,
Yale Hotel,https://exp.cdn-hotels.com/hotels/6000000/5390000/5388900/5388866/w951h629x1y1-fa439940_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,633 Larkin Street San Francisco 94109 CA,Little Saigon,0.6 miles to city center,12 miles to San Francisco International Airport (SFO),,,,,,,$261 ,https://www.hotels.com/ho537772/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=3&FPQ=4&MGT=1&ZSX=0&SYE=3&YGF=0,,City-center hotel within easy reach of Van Ness Avenue,
DoubleTree by Hilton San Francisco Airport,https://exp.cdn-hotels.com/hotels/1000000/10000/900/828/833c3e5b_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,835 Airport Blvd Burlingame 94010 CA,Burlingame,14 miles to city center,2.7 miles to San Francisco International Airport (SFO),8.2,Very Good,Parking available,Pet-friendly,Airport transfer,Gym,$155 ,https://www.hotels.com/ho123064/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Deluxe Room 2 Double Beds Non Smoking,Suburban hotel with restaurant near Burlingame Golf Center ,
Ritz Inn San Francisco SFO Airport,https://exp.cdn-hotels.com/hotels/64000000/63660000/63659300/63659279/ab81ac3a_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,151 El Camino Real San Bruno 94066 CA,San Bruno,12 miles to city center,1.1 miles to San Francisco International Airport (SFO),,Good,Free parking,,,,$92 ,https://www.hotels.com/ho2038096928/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=1&FPQ=2&MGT=1&ZSX=0&SYE=3&YGF=0,,No-frills motel in San Bruno,
Fairfield Inn & Suites by Marriott San Francisco Pacifica,https://exp.cdn-hotels.com/hotels/1000000/450000/446100/446038/26627ee4_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,500 Old County Road Pacifica 94044 CA,Rockaway Beach,13 miles to city center,5.9 miles to San Francisco International Airport (SFO),8,Very Good,Bathtub,,,,$171 ,https://www.hotels.com/ho169447/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,Room 2 Queen Beds,Convenient to Rockaway Beach,
El Camino Inn,https://exp.cdn-hotels.com/hotels/1000000/30000/23800/23711/6d52bc5f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,7525 Mission St Daly City 94014 CA,Daly City,7.6 miles to city center,6.5 miles to San Francisco International Airport (SFO),,Good,Free parking,Free breakfast,,,$117 ,https://www.hotels.com/ho134528/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&q-room-0-adults-alter=2&q-room-1-adults-alter=2&WOD=1&WOE=2&JHR=2&FPQ=3&MGT=1&ZSX=0&SYE=3&YGF=0,,Central motel in Daly City connected to a shopping center,
The Clancy Autograph Collection,https://exp.cdn-hotels.com/hotels/1000000/700000/693700/693658/255d7411_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium,299 2nd St San Francisco 94105 CA,South Beach,0.6 miles to city center,12 miles to San Francisco International Airport (SFO),9,Superb,Parking available,Pet-friendly,Gym,Restaurant,$309 ,https://www.hotels.com/ho195439/?q-check-in=2022-03-28&q-check-out=2022-03-29&q-rooms=1&q-room-0-adults=4&q-room-0-children=0&sort-order=BEST_SELLER&WOD=1&WOE=2&JHR=4&FPQ=5&MGT=1&ZSX=0&SYE=3&YGF=0,Room 1 King Bed Non Smoking,4-star hotel with restaurant near Moscone Convention Center ,
